
 Dialogue Num: 0 ||| Ground Truth [0], Predicted Label 1, Attention Words: <PAD> am to | am looking for a place to to stay that has cheap price range it should be in a type of hotel                      

 Dialogue Num: 871 ||| Ground Truth [0 3 5], Predicted Label 4, Attention Words: anything 15 will | booking was successful the table will be reserved for 15 minutes ##re ##ference number is 7 ##ld ##n ##j ##zee anything else else                      

 Dialogue Num: 871 ||| Ground Truth [0 3 5], Predicted Label 4, Attention Words: anything i great | great i also need a taxi to get me to the restaurant by the reservation time ##n ##j ##zee anything else else                      

 Dialogue Num: 871 ||| Ground Truth [0 3 5], Predicted Label 4, Attention Words: ##n time anything | where do you want to be picked up to the restaurant by the reservation time ##n ##j ##zee anything else else                      

 Dialogue Num: 871 ||| Ground Truth [0 3 5], Predicted Label 4, Attention Words: the at booking | picked up at the hotel and sent to the restaurant by the booking time please ##n ##j ##zee anything else else                      

 Dialogue Num: 871 ||| Ground Truth [0 3 5], Predicted Label 4, Attention Words: i ##41 need | i have booked your taxi be expecting a grey tesla please call 07 ##17 ##7 ##7 ##6 ##8 ##41 ##3 should you need to                      

 Dialogue Num: 871 ||| Ground Truth [0 3 5], Predicted Label 5, Attention Words: a grey <PAD> | thank you for your help expecting a grey tesla please call 07 ##17 ##7 ##7 ##6 ##8 ##41 ##3 should you need to                      

 Dialogue Num: 871 ||| Ground Truth [0 3 5], Predicted Label 2, Attention Words: grey expecting need | anything else today help expecting a grey tesla please call 07 ##17 ##7 ##7 ##6 ##8 ##41 ##3 should you need to                      

 Dialogue Num: 871 ||| Ground Truth [0 3 5], Predicted Label 0, Attention Words: grey <PAD> 07 | no that is it thank you a grey tesla please call 07 ##17 ##7 ##7 ##6 ##8 ##41 ##3 should you need to                      

 Dialogue Num: 872 ||| Ground Truth [5], Predicted Label 5, Attention Words: to ##41 ##e | i am looking for a moderately priced place to din ##e in the centre of cambridge ##8 ##41 ##3 should you need to                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 3, Attention Words: you ##3 the | is there any specific type of food you are wanting in the centre of cambridge ##8 ##41 ##3 should you need to                      

 Dialogue Num: 872 ||| Ground Truth [5], Predicted Label 3, Attention Words: in should centre | i would like a poly ##nesian restaurant please wanting in the centre of cambridge ##8 ##41 ##3 should you need to                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 7, Attention Words: located should ##3 | unfortunately there are no poly ##nesian restaurants located in cambridge were you wanting any other type of food ##3 should you need to                      

 Dialogue Num: 872 ||| Ground Truth [5], Predicted Label 3, Attention Words: should you restaurants | are there any turkish restaurants restaurants located in cambridge were you wanting any other type of food ##3 should you need to                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 4, Attention Words: at have centre | i have 2 turkish restaurants in the centre both are moderately priced anatolia and e ##fe ##s restaurant would you like to book at                      

 Dialogue Num: 872 ||| Ground Truth [5], Predicted Label 1, Attention Words: <PAD> <PAD> free | could you tell me more about their locations do they offer free parking how far are each of them from my hotel at                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 4, Attention Words: other one at | one is at 30 bridge street city centre and the other is at king street city centre them from my hotel at                      

 Dialogue Num: 872 ||| Ground Truth [5], Predicted Label 4, Attention Words: one post please | please book the one at 30 bridge street can you also give me the post ##code and phone number my hotel at                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 4, Attention Words: the be ##22 | that would be the anatolia restaurant the post ##code is cb ##21 ##uj phone 01 ##22 ##33 ##6 ##23 ##7 ##2 how many are                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 4, Attention Words: any <PAD> leaving | ill be dining saturday at 7 pm there are 3 in my party also i need to know if there are any trains leaving                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 1, Attention Words: trains are there | yes there are plenty of trains leaving cambridge going to peterborough what time would you like to leave or arrive any trains leaving                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 0, Attention Words: time leaving ##0 | i would like to leave after 83 ##0 on sunday what time would you like to leave or arrive any trains leaving                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 6, Attention Words: <PAD> cost the | train tr ##8 ##8 ##21 depart ##s cambridge at 08 ##34 the cost is 132 pounds should i book it for you leaving                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 6, Attention Words: 08 <PAD> i | real quickly what is the travel time at 08 ##34 the cost is 132 pounds should i book it for you leaving                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 0, Attention Words: <PAD> pounds the | the travel time is 50 minutes may i help you with anything else 132 pounds should i book it for you leaving                      

 Dialogue Num: 872 ||| Ground Truth [2 5], Predicted Label 0, Attention Words: <PAD> pounds should | no that was all the information i needed thank you very much 132 pounds should i book it for you leaving                      

 Dialogue Num: 873 ||| Ground Truth [4], Predicted Label 4, Attention Words: could be and | i would like some information on an attraction called clare hall if you could provide address and cost of admission that would be great                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 4, Attention Words: is more hall | the cost of clare hall is free so you don ##t need to worry about that the address is hers ##chel road any more                      

 Dialogue Num: 873 ||| Ground Truth [4], Predicted Label 0, Attention Words: more the area | could i get the phone number post ##code and the area that the cost of clare hall is located in please any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: more ##33 phone | the phone number is 01 ##22 ##33 ##32 ##36 ##0 post ##code is cb ##39 ##al and the area is west any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: area <PAD> is | okay great id also like to find a guest ##house that has a 4 star rating the area is west any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: <PAD> more <PAD> | iv ##e found 18 possible matches based on your preferences would you like to add additional preferences for your hotel any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: like <PAD> <PAD> | i need a hotel that ##s cheap with free parking you like to add additional preferences for your hotel any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: more <PAD> it | alexander bed and breakfast is cheap with free parking and internet it is in town centre does this suit your needs any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: your <PAD> that | that would work can you please book it for 1 person for 5 nights starting from monday suit your needs any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: monday <PAD> needs | i apologize but could you book for another day or for a shorter stay from monday suit your needs any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: <PAD> for any | four nights would work book for another day or for a shorter stay from monday suit your needs any more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 5, Attention Words: <PAD> your reference | all right your room is reserved at the alexander for four nights your reference number is gi ##3 ##n ##4 ##vi ##v more                      

 Dialogue Num: 873 ||| Ground Truth [0 4], Predicted Label 5, Attention Words: four <PAD> <PAD> | great thank you that ##s all i need for four nights your reference number is gi ##3 ##n ##4 ##vi ##v more                      

 Dialogue Num: 874 ||| Ground Truth [5], Predicted Label 4, Attention Words: at your on | hi i am looking forward to eat at your local restaurants on my upcoming trip i have those planned but could use some help                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 5, Attention Words: upcoming type <PAD> | do you have any food type price range and location preferences my upcoming trip i have those planned but could use some help                      

 Dialogue Num: 874 ||| Ground Truth [4 5], Predicted Label 5, Attention Words: use entertainment <PAD> | you know what i change my mind lets look for an attraction for entertainment in the centre of town could use some help                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 7, Attention Words: the some anything | there are lots of attractions is there anything specific you are looking for in the centre of town could use some help                      

 Dialogue Num: 874 ||| Ground Truth [4 5], Predicted Label 7, Attention Words: help you centre | i am looking for a entertainment please specific you are looking for in the centre of town could use some help                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 3, Attention Words: of some that | there ##s nothing matching that criteria do you want to search in a different area centre of town could use some help                      

 Dialogue Num: 874 ||| Ground Truth [4 5], Predicted Label 0, Attention Words: some use <PAD> | no im thinking it may be nice to visit a college can you please recommend one of those could use some help                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: some a help | there are 5 i recommend downing college visit a college can you please recommend one of those could use some help                      

 Dialogue Num: 874 ||| Ground Truth [4 5], Predicted Label 7, Attention Words: some you help | how far away is it from the all saints church can you please recommend one of those could use some help                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: help some please | all saints is in the center of town at jesus lane you please recommend one of those could use some help                      

 Dialogue Num: 874 ||| Ground Truth [4 5], Predicted Label 7, Attention Words: <PAD> recommend please | i would like the address post ##code and entrance fee you please recommend one of those could use some help                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: help some could | sure it is free and it is located at jesus lane post ##code cb ##58 ##bs those could use some help                      

 Dialogue Num: 874 ||| Ground Truth [4 5], Predicted Label 3, Attention Words: help again centre | thanks now lets try for a restaurant again i am looking for something cheap that serves asian oriental in the centre some help                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: <PAD> something is | j restaurant is my favorite can i book for you for something cheap that serves asian oriental in the centre some help                      

 Dialogue Num: 874 ||| Ground Truth [4 5], Predicted Label 7, Attention Words: <PAD> 1900 you | book for 3 people at 1900 on sunday you for something cheap that serves asian oriental in the centre some help                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 4, Attention Words: ##1 ##8 is | you have a table reserved at j restaurant on sunday for a party of 3 your reference is y ##1 ##tz ##0 ##i ##8                      

 Dialogue Num: 874 ||| Ground Truth [4 5], Predicted Label 4, Attention Words: a can ##i | can you also arrange for a taxi for me for a party of 3 your reference is y ##1 ##tz ##0 ##i ##8                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 4, Attention Words: yes party 3 | yes what two places do you need to travel between a party of 3 your reference is y ##1 ##tz ##0 ##i ##8                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: <PAD> the <PAD> | the hotel and the restaurant                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 0, Attention Words: <PAD> <PAD> ##0 | i have reserved a white volkswagen the contact number is 07 ##0 ##7 ##23 ##42 ##6 ##12 would you like anything else                      

 Dialogue Num: 874 ||| Ground Truth [3 4 5], Predicted Label 7, Attention Words: <PAD> the <PAD> | that ##s all thanks volkswagen the contact number is 07 ##0 ##7 ##23 ##42 ##6 ##12 would you like anything else                      

 Dialogue Num: 875 ||| Ground Truth [0], Predicted Label 7, Attention Words: <PAD> else im | im looking for a pleasant guest ##house to stay in would you be able to help me find one anything else                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: <PAD> would <PAD> | sure what area would you like to stay in would you be able to help me find one anything else                      

 Dialogue Num: 875 ||| Ground Truth [0], Predicted Label 2, Attention Words: <PAD> north guest | i would like to stay in the north i would also like the guest ##house to have free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 7, Attention Words: <PAD> would ac | how about the ac ##orn guest ##house i would also like the guest ##house to have free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0], Predicted Label 2, Attention Words: <PAD> like it | it has free parking and wi ##fi sounds great also like the guest ##house to have free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 7, Attention Words: the <PAD> how | how many nights would you like to book it for like the guest ##house to have free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0], Predicted Label 2, Attention Words: guest it <PAD> | just get me their phone number book it for like the guest ##house to have free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 7, Attention Words: guest <PAD> ##53 | the phone number is 01 ##22 ##33 ##53 ##8 ##8 ##8 the guest ##house to have free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: free <PAD> train | thanks i could also use some help finding out about a train going into cambridge have free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 1, Attention Words: <PAD> free <PAD> | i will need departure city time of arrival or departure and day of travel please have free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 0, Attention Words: parking <PAD> and | day of travel is tuesday and departure city is ely and to arrive by 124 ##5 free parking and wi ##fi                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: <PAD> it i | i have train tr ##34 ##12 that arrives at 115 ##2 in cambridge would you like me to book it for you                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: cambridge <PAD> would | can you give me the departure time and price please in cambridge would you like me to book it for you                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 0, Attention Words: <PAD> it ##5 | it depart ##s at 113 ##5 and costs 440 pounds can i help you with anything else book it for you                      

 Dialogue Num: 875 ||| Ground Truth [0 2], Predicted Label 0, Attention Words: for 440 <PAD> | that was all i needed thanks costs 440 pounds can i help you with anything else book it for you                      

 Dialogue Num: 876 ||| Ground Truth [2], Predicted Label 0, Attention Words: for <PAD> anything | yes i am looking for information on train schedules for my upcoming trip with anything else book it for you                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: <PAD> for book | what is your travel destination so i can narrow it down to a useful schedule else book it for you                      

 Dialogue Num: 876 ||| Ground Truth [2], Predicted Label 5, Attention Words: you narrow <PAD> | im trying to go to cambridge can narrow it down to a useful schedule else book it for you                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: <PAD> you it | where will you be departing from also what day will you be traveling schedule else book it for you                      

 Dialogue Num: 876 ||| Ground Truth [2], Predicted Label 6, Attention Words: book traveling <PAD> | ill be departing from the stan ##sted airport on monday be traveling schedule else book it for you                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: it <PAD> schedule | and what time were you looking to depart monday be traveling schedule else book it for you                      

 Dialogue Num: 876 ||| Ground Truth [2], Predicted Label 0, Attention Words: schedule for <PAD> | doesn ##t matter as long as i arrived by 124 ##5 traveling schedule else book it for you                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: ##54 arriving ##e | iv ##e found tr ##57 ##54 leaving stan ##sted airport at 112 ##4 and arriving in cambridge at 115 ##2 the price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: arriving <PAD> west | no i do need to find a swimming pool in the west and arriving in cambridge at 115 ##2 the price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 5, Attention Words: in west ##ide | how about parks ##ide pools they ##re pretty fun the west and arriving in cambridge at 115 ##2 the price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: west cambridge and | is parks ##ide pools on the west side the west and arriving in cambridge at 115 ##2 the price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: arriving and the | no its located in the centre side the west and arriving in cambridge at 115 ##2 the price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: arriving in and | that won ##t work then i need one in the west and arriving in cambridge at 115 ##2 the price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: cambridge at <PAD> | there are no pools in the west can i run another search for you in cambridge at 115 ##2 the price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 5, Attention Words: west at can | how about a museum the west can i run another search for you in cambridge at 115 ##2 the price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: is 5 price | there are a few available i highly suggest cambridge artworks located on 5 greens road do you need any information price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: artworks 101 <PAD> | thanks for the information that is all cambridge artworks located on 5 greens road do you need any information price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 7, Attention Words: 101 road <PAD> | can i look up any attractions taxi or anything else for you greens road do you need any information price is 101                      

 Dialogue Num: 876 ||| Ground Truth [2 4], Predicted Label 7, Attention Words: road do <PAD> | no that is all i need today thank you so much greens road do you need any information price is 101                      

 Dialogue Num: 877 ||| Ground Truth [2], Predicted Label 0, Attention Words: <PAD> greens you | i need a train leaving from bro ##x ##bourne much greens road do you need any information price is 101                      

 Dialogue Num: 877 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: <PAD> you much | what day would you like to travel ##bourne much greens road do you need any information price is 101                      

 Dialogue Num: 877 ||| Ground Truth [2], Predicted Label 6, Attention Words: 101 any to | i would like to travel on a tuesday from bro ##x ##bourne to cambridge after 1915 need any information price is 101                      

 Dialogue Num: 877 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: <PAD> cambridge ##2 | i would recommend tr ##6 ##7 ##8 ##8 which leaves bro ##x ##bourne at 1932 and arrives in cambridge at 203 ##2 101                      

 Dialogue Num: 877 ||| Ground Truth [2], Predicted Label 6, Attention Words: which <PAD> at | can you book it for me ##8 which leaves bro ##x ##bourne at 1932 and arrives in cambridge at 203 ##2 101                      

 Dialogue Num: 877 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: station ##able the | booking was successful the total fee is 1789 gb ##p pay ##able at the station reference number is x ##1 ##x ##g ##5 ##k                      

 Dialogue Num: 877 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: reference station ##fi | can you also recommend a three star hotel that has free wi ##fi station reference number is x ##1 ##x ##g ##5 ##k                      

 Dialogue Num: 877 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: ##ville me one | there are two the go ##n ##ville hotel and the lens ##field both also have free parking would you like me to book one                      

 Dialogue Num: 877 ||| Ground Truth [0 2], Predicted Label 1, Attention Words: like for of | yes go ahead and book either of those for 2 people and 3 nights beginning on tuesday you like me to book one                      

 Dialogue Num: 877 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: for your coming | your booking at the go ##n ##ville coming in on tuesday for 4 days 3 nights is confirmed for a party of 2 your                      

 Dialogue Num: 877 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: for of nights | no that ##s it thank you for your help tuesday for 4 days 3 nights is confirmed for a party of 2 your                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 4, Attention Words: moderate price star | i am looking for a place to stay the hotel should have a star of 3 and should be in the moderate price range                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 2, Attention Words: moderate price ##house | i have 4 results for a moderate 3 star guest ##house what area are you looking to stay in the moderate price range                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 7, Attention Words: price the <PAD> | im not too particular about which particular area i say in but i do need free parking in the moderate price range                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 4, Attention Words: is would price | the hamilton lodge is a 3 star hotel in the moderate price range it has free parking would you like me to book that                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 7, Attention Words: the price address | no i just need the address please in the moderate price range it has free parking would you like me to book that                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 7, Attention Words: the <PAD> range | the address is 156 chester ##ton road in the moderate price range it has free parking would you like me to book that                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 7, Attention Words: the price you | that ##s all i need thank you in the moderate price range it has free parking would you like me to book that                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 7, Attention Words: thank moderate next | welcome next time need thank you in the moderate price range it has free parking would you like me to book that                      

 Dialogue Num: 878 ||| Ground Truth [0], Predicted Label 7, Attention Words: the moderate range | thanks that ##s all good bye in the moderate price range it has free parking would you like me to book that                      

 Dialogue Num: 879 ||| Ground Truth [3], Predicted Label 5, Attention Words: range it need | i need to book a taxi from kirk ##wood house price range it has free parking would you like me to book that                      

 Dialogue Num: 879 ||| Ground Truth [3], Predicted Label 4, Attention Words: ##3 ##31 ##66 | i have booked you a taxi the contact number is 07 ##86 ##66 ##66 ##31 ##3 can i do anything else for you today                      

 Dialogue Num: 879 ||| Ground Truth [3], Predicted Label 7, Attention Words: ##86 <PAD> ##66 | what type of car is it going to be 07 ##86 ##66 ##66 ##31 ##3 can i do anything else for you today                      

 Dialogue Num: 879 ||| Ground Truth [3], Predicted Label 2, Attention Words: ##66 ##86 ##3 | the car arriving will be a white bmw 07 ##86 ##66 ##66 ##31 ##3 can i do anything else for you today                      

 Dialogue Num: 879 ||| Ground Truth [3], Predicted Label 5, Attention Words: ##66 ##31 ##66 | i forgot something i need to arrive by 210 ##0 ##86 ##66 ##66 ##31 ##3 can i do anything else for you today                      

 Dialogue Num: 879 ||| Ground Truth [3], Predicted Label 7, Attention Words: ##66 by <PAD> | what will your destination be arrive by 210 ##0 ##86 ##66 ##66 ##31 ##3 can i do anything else for you today                      

 Dialogue Num: 879 ||| Ground Truth [3], Predicted Label 5, Attention Words: ##66 210 ##0 | im going to e ##fe ##s restaurant 210 ##0 ##86 ##66 ##66 ##31 ##3 can i do anything else for you today                      

 Dialogue Num: 880 ||| Ground Truth [4], Predicted Label 7, Attention Words: ##66 ##86 <PAD> | i am looking to go to a museum ##0 ##86 ##66 ##66 ##31 ##3 can i do anything else for you today                      

 Dialogue Num: 880 ||| Ground Truth [4 5], Predicted Label 0, Attention Words: for are there | there are quite a few fantastic museums to choose from is there a specific area you are looking for else for you today                      

 Dialogue Num: 880 ||| Ground Truth [4], Predicted Label 0, Attention Words: you you <PAD> | im willing to go wherever the best museums are which would you recommend area you are looking for else for you today                      

 Dialogue Num: 880 ||| Ground Truth [4 5], Predicted Label 4, Attention Words: no je there | the cafe je ##llo gallery is top notch and there ##s no entrance fees or how about cambridge artworks their pretty nice as well                      

 Dialogue Num: 880 ||| Ground Truth [4], Predicted Label 0, Attention Words: fees address gallery | can you tell me about the gallery what ##s the address entrance fees or how about cambridge artworks their pretty nice as well                      

 Dialogue Num: 880 ||| Ground Truth [4 5], Predicted Label 5, Attention Words: cambridge street <PAD> | this gallery is located on the west side of town located at 13 magdalene street about cambridge artworks their pretty nice as well                      

 Dialogue Num: 880 ||| Ground Truth [4], Predicted Label 7, Attention Words: artworks street <PAD> | what is the post ##code there also ill need a phone number magdalene street about cambridge artworks their pretty nice as well                      

 Dialogue Num: 880 ||| Ground Truth [4 5], Predicted Label 5, Attention Words: well i <PAD> | the post ##code is cb ##30 ##af sorry i do not have a phone number for the cafe je ##llo gallery as well                      

 Dialogue Num: 880 ||| Ground Truth [4], Predicted Label 7, Attention Words: not <PAD> <PAD> | well then can you give me an address do not have a phone number for the cafe je ##llo gallery as well                      

 Dialogue Num: 880 ||| Ground Truth [4 5], Predicted Label 0, Attention Words: <PAD> je address | the address is cafe je ##llo gallery 13 magdalene street is there anything else you need cafe je ##llo gallery as well                      

 Dialogue Num: 880 ||| Ground Truth [4 5], Predicted Label 0, Attention Words: well in <PAD> | yes i need information on a cheap restaurant in the centre of the city ##w ##hic ##he ##ver you recommend as well                      

 Dialogue Num: 880 ||| Ground Truth [4 5], Predicted Label 4, Attention Words: road phone ##field | i would recommend golden house it is a chinese restaurant at 12 lens ##field road city centre post ##code cb ##21 ##eg phone number                      

 Dialogue Num: 880 ||| Ground Truth [4 5], Predicted Label 5, Attention Words: city do ill | no thanks ill do that myself you ##ve been great thanks for everything road city centre post ##code cb ##21 ##eg phone number                      

 Dialogue Num: 881 ||| Ground Truth [4], Predicted Label 0, Attention Words: centre <PAD> part | i would like to know what parks are in the west part of cambridge city centre post ##code cb ##21 ##eg phone number                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: post cambridge there | sorry there are no parks in the west part of cambridge of cambridge city centre post ##code cb ##21 ##eg phone number                      

 Dialogue Num: 881 ||| Ground Truth [4], Predicted Label 7, Attention Words: ##code in city | what about colleges parks in the west part of cambridge of cambridge city centre post ##code cb ##21 ##eg phone number                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: phone <PAD> charge | there are 5 colleges in the west clare and queens both charge entrance fees churchill clare and magdalene are free ##eg phone number                      

 Dialogue Num: 881 ||| Ground Truth [4], Predicted Label 0, Attention Words: are number <PAD> | how much do clare and queens charge can i have their phone number and post ##code magdalene are free ##eg phone number                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: <PAD> ##200 college | clare college is 250 pounds phone number 01 ##22 ##33 ##33 ##200 post ##code cb ##21 ##tl queens college cost the same phone 01                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: ##tl ##21 a | great thank you i also am looking for a train departing cambridge on saturday ##21 ##tl queens college cost the same phone 01                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: ##21 queens the | there are many trains leaving cambridge on saturday where are you headed saturday ##21 ##tl queens college cost the same phone 01                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: ##21 queens the | im going to birmingham new street and need to arrive by 1645 saturday ##21 ##tl queens college cost the same phone 01                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: queens your <PAD> | tr ##49 ##75 matches your criteria and depart ##s at 050 ##1 is that acceptable ##tl queens college cost the same phone 01                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 0, Attention Words: college ##tl <PAD> | yes please book that for 1 person and give me the reference number acceptable ##tl queens college cost the same phone 01                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: number reference ##75 | i have booked 1 ticket for tr ##49 ##75 the reference number is k ##8 ##8 ##o ##0 ##ge ##z it leaves cambridge at                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 4, Attention Words: the <PAD> is | okay great that is all i needed ##75 the reference number is k ##8 ##8 ##o ##0 ##ge ##z it leaves cambridge at                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 6, Attention Words: is enjoy <PAD> | okay glad i could be of help enjoy your travel number is k ##8 ##8 ##o ##0 ##ge ##z it leaves cambridge at                      

 Dialogue Num: 881 ||| Ground Truth [2 4], Predicted Label 5, Attention Words: ##8 <PAD> day | thanks very much for all of the help have a great day k ##8 ##8 ##o ##0 ##ge ##z it leaves cambridge at                      

 Dialogue Num: 882 ||| Ground Truth [0], Predicted Label 5, Attention Words: ##z <PAD> ##t | hello im looking for a hotel that is cheap it doesn ##t need to have free parking ##ge ##z it leaves cambridge at                      

 Dialogue Num: 882 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: so we your | i have found 10 hotels that match the criteria you listed is there any other criteria you have so we can narrow down your                      

 Dialogue Num: 882 ||| Ground Truth [0], Predicted Label 2, Attention Words: is <PAD> there | yes the hotel need to have free wi ##fi listed is there any other criteria you have so we can narrow down your                      

 Dialogue Num: 882 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: a the preference | all 10 of the places to stay have free wi ##fi do you have a preference of a hotel or guest house or possibly                      

 Dialogue Num: 882 ||| Ground Truth [0], Predicted Label 5, Attention Words: preference <PAD> wi | no i just need one of them that is cheap with wi ##fi a preference of a hotel or guest house or possibly                      

 Dialogue Num: 882 ||| Ground Truth [0 3 4], Predicted Label 2, Attention Words: of cheap breakfast | how about the alexander bed and breakfast is cheap with wi ##fi a preference of a hotel or guest house or possibly                      

